  5  25 28
  5  30 35
  5  35 41
  5  40 48
  5  45 55
  5  50 61
  5  55 68
  5  60 75
  5  65 81
  5  70 88
  5  75 95
  5  80 101
  5  85 108
  5  90 115
  5  95 121
  5 100 128
 10 -100 3
 10 -95 3
 10 -90 3
 10 -85 3
 10 -80 3
 10 -75 3
 10 -70 3
 10 -65 3
 10 -60 3
 10 -55 3
 10 -50 3
 10 -45 3
 10 -40 3
 10 -35 3
 10 -30 3
 10 -25 3
 10 -20 3
 10 -15 3
 10 -10 3
 10  -5 3
 10   0 3
 10   5 3
 10  10 3
 10  15 10
 10  20 16
 10  25 23
 10  30 30
 10  35 36
 10  40 43
 10  45 50
 10  50 56
 10  55 63
 10  60 70
 10  65 76
 10  70 83
 10  75 90
 10  80 96
 10  85 103
 10  90 110
 10  95 116
 10 100 123
 15 -100 5
 15 -95 5
 15 -90 5
 15 -85 5
 15 -80 5
 15 -75 5
 15 -70 5
 15 -65 5
 15 -60 5
 15 -55 5
 15 -50 5
 15 -45 5
 15 -40 5
 15 -35 5
 15 -30 5
 15 -25 5
 15 -20 5
 15 -15 5
 15 -10 5
 15  -5 5
 15   0 5
 15   5 5
 15  10 5
 15  15 5
 15  20 11
 15  25 18
 15  30 25
 15  35 31
 15  40 38
 15  45 45
 15  50 51
 15  55 58
 15  60 65
 15  65 71
 15  70 78
 15  75 85
 15  80 91
 15  85 98
 15  90 105
 15  95 111
 15 100 118
 20 -100 6
 20 -95 6
 20 -90 6
 20 -85 6
 20 -80 6
 20 -75 6
 20 -70 6
 20 -65 6
 20 -60 6
 20 -55 6
 20 -50 6
 20 -45 6
 20 -40 6
 20 -35 6
 20 -30 6
 20 -25 6
 20 -20 6
 20 -15 6
 20 -10 6
 20  -5 6
 20   0 6
 20   5 6
 20  10 6
 20  15 6
 20  20 6
 20  25 13
 20  30 20
 20  35 26
 20  40 33
 20  45 40
 20  50 46
 20  55 53
 20  60 60
 20  65 66
 20  70 73
 20  75 80
 20  80 86
 20  85 93
 20  90 100
 20  95 106
 20 100 113
 25 -100 8
 25 -95 8
 25 -90 8
 25 -85 8
 25 -80 8
 25 -75 8
 25 -70 8
 25 -65 8
 25 -60 8
 25 -55 8
 25 -50 8
 25 -45 8
 25 -40 8
 25 -35 8
 25 -30 8
 25 -25 8
 25 -20 8
 25 -15 8
 25 -10 8
 25  -5 8
 25   0 8
 25   5 8
 25  10 8
 25  15 8
 25  20 8
 25  25 8
 25  30 15
 25  35 21
 25  40 28
 25  45 35
 25  50 41
 25  55 48
 25  60 55
 25  65 61
 25  70 68
 25  75 75
 25  80 81
 25  85 88
 25  90 95
 25  95 101
 25 100 108
 30 -100 10
 30 -95 10
 30 -90 10
 30 -85 10
 30 -80 10
 30 -75 10
 30 -70 10
 30 -65 10
 30 -60 10
 30 -55 10
 30 -50 10
 30 -45 10
 30 -40 10
 30 -35 10
 30 -30 10
 30 -25 10
 30 -20 10
 30 -15 10
 30 -10 10
 30  -5 10
 30   0 10
 30   5 10
 30  10 10
 30  15 10
 30  20 10
 30  25 10
 30  30 10
 30  35 16
 30  40 23
 30  45 30
 30  50 36
 30  55 43
 30  60 50
 30  65 56
 30  70 63
 30  75 70
 30  80 76
 30  85 83
 30  90 90
 30  95 96
 30 100 103
 35 -100 11
 35 -95 11
 35 -90 11
 35 -85 11
 35 -80 11
 35 -75 11
 35 -70 11
 35 -65 11
 35 -60 11
 35 -55 11
 35 -50 11
 35 -45 11
 35 -40 11
 35 -35 11
 35 -30 11
 35 -25 11
 35 -20 11
 35 -15 11
 35 -10 11
 35  -5 11
 35   0 11
 35   5 11
 35  10 11
 35  15 11
 35  20 11
 35  25 11
 35  30 11
 35  35 11
 35  40 18
 35  45 25
 35  50 31
 35  55 38
 35  60 45
 35  65 51
 35  70 58
 35  75 65
 35  80 71
 35  85 78
 35  90 85
 35  95 91
 35 100 98
 40 -100 13
 40 -95 13
 40 -90 13
 40 -85 13
 40 -80 13
 40 -75 13
 40 -70 13
 40 -65 13
 40 -60 13
 40 -55 13
 40 -50 13
 40 -45 13
 40 -40 13
 40 -35 13
 40 -30 13
 40 -25 13
 40 -20 13
 40 -15 13
 40 -10 13
 40  -5 13
 40   0 13
 40   5 13
 40  10 13
 40  15 13
 40  20 13
 40  25 13
 40  30 13
 40  35 13
 40  40 13
 40  45 20
 40  50 26
 40  55 33
 40  60 40
 40  65 46
 40  70 53
 40  75 60
 40  80 66
 40  85 73
 40  90 80
 40  95 86
 40 100 93
 45 -100 15
 45 -95 15
 45 -90 15
 45 -85 15
 45 -80 15
 45 -75 15
 45 -70 15
 45 -65 15
 45 -60 15
 45 -55 15
 45 -50 15
 45 -45 15
 45 -40 15
 45 -35 15
 45 -30 15
 45 -25 15
 45 -20 15
 45 -15 15
 45 -10 15
 45  -5 15
 45   0 15
 45   5 15
 45  10 15
 45  15 15
 45  20 15
 45  25 15
 45  30 15
 45  35 15
 45  40 15
 45  45 15
 45  50 21
 45  55 28
 45  60 35
 45  65 41
 45  70 48
 45  75 55
 45  80 61
 45  85 68
 45  90 75
 45  95 81
 45 100 88
 50 -100 16
 50 -95 16
 50 -90 16
 50 -85 16
 50 -80 16
 50 -75 16
 50 -70 16
 50 -65 16
 50 -60 16
 50 -55 16
 50 -50 16
 50 -45 16
 50 -40 16
 50 -35 16
 50 -30 16
 50 -25 16
 50 -20 16
 50 -15 16
 50 -10 16
 50  -5 16
 50   0 16
 50   5 16
 50  10 16
 50  15 16
 50  20 16
 50  25 16
 50  30 16
 50  35 16
 50  40 16
 50  45 16
 50  50 16
 50  55 23
 50  60 30
 50  65 36
 50  70 43
 50  75 50
 50  80 56
 50  85 63
 50  90 70
 50  95 76
 50 100 83
 55 -100 18
 55 -95 18
 55 -90 18
 55 -85 18
 55 -80 18
 55 -75 18
 55 -70 18
 55 -65 18
 55 -60 18
 55 -55 18
 55 -50 18
 55 -45 18
 55 -40 18
 55 -35 18
 55 -30 18
 55 -25 18
 55 -20 18
 55 -15 18
 55 -10 18
 55  -5 18
 55   0 18
 55   5 18
 55  10 18
 55  15 18
 55  20 18
 55  25 18
 55  30 18
 55  35 18
 55  40 18
 55  45 18
 55  50 18
 55  55 18
 55  60 25
 55  65 31
 55  70 38
 55  75 45
 55  80 51
 55  85 58
 55  90 65
 55  95 71
 55 100 78
 60 -100 20
 60 -95 20
 60 -90 20
 60 -85 20
 60 -80 20
 60 -75 20
 60 -70 20
 60 -65 20
 60 -60 20
 60 -55 20
 60 -50 20
 60 -45 20
 60 -40 20
 60 -35 20
 60 -30 20
 60 -25 20
 60 -20 20
 60 -15 20
 60 -10 20
 60  -5 20
 60   0 20
 60   5 20
 60  10 20
 60  15 20
 60  20 20
 60  25 20
 60  30 20
 60  35 20
 60  40 20
 60  45 20
 60  50 20
 60  55 20
 60  60 20
 60  65 26
 60  70 33
 60  75 40
 60  80 46
 60  85 53
 60  90 60
 60  95 66
 60 100 73
 65 -100 21
 65 -95 21
 65 -90 21
 65 -85 21
 65 -80 21
 65 -75 21
 65 -70 21
 65 -65 21
 65 -60 21
 65 -55 21
 65 -50 21
 65 -45 21
 65 -40 21
 65 -35 21
 65 -30 21
 65 -25 21
 65 -20 21
 65 -15 21
 65 -10 21
 65  -5 21
 65   0 21
 65   5 21
 65  10 21
 65  15 21
 65  20 21
 65  25 21
 65  30 21
 65  35 21
 65  40 21
 65  45 21
 65  50 21
 65  55 21
 65  60 21
 65  65 21
 65  70 28
 65  75 35
 65  80 41
 65  85 48
 65  90 55
 65  95 61
 65 100 68
 70 -100 23
 70 -95 23
 70 -90 23
 70 -85 23
 70 -80 23
 70 -75 23
 70 -70 23
 70 -65 23
 70 -60 23
 70 -55 23
 70 -50 23
 70 -45 23
 70 -40 23
 70 -35 23
 70 -30 23
 70 -25 23
 70 -20 23
 70 -15 23
 70 -10 23
 70  -5 23
 70   0 23
 70   5 23
 70  10 23
 70  15 23
 70  20 23
 70  25 23
 70  30 23
 70  35 23
 70  40 23
 70  45 23
 70  50 23
 70  55 23
 70  60 23
 70  65 23
 70  70 23
 70  75 30
 70  80 36
 70  85 43
 70  90 50
 70  95 56
 70 100 63
 75 -100 25
 75 -95 25
 75 -90 25
 75 -85 25
 75 -80 25
 75 -75 25
 75 -70 25
 75 -65 25
 75 -60 25
 75 -55 25
 75 -50 25
 75 -45 25
 75 -40 25
 75 -35 25
 75 -30 25
 75 -25 25
 75 -20 25
 75 -15 25
 75 -10 25
 75  -5 25
 75   0 25
 75   5 25
 75  10 25
 75  15 25
 75  20 25
 75  25 25
 75  30 25
 75  35 25
 75  40 25
 75  45 25
 75  50 25
 75  55 25
 75  60 25
 75  65 25
 75  70 25
 75  75 25
 75  80 31
 75  85 38
 75  90 45
 75  95 51
 75 100 58
 80 -100 26
 80 -95 26
 80 -90 26
 80 -85 26
 80 -80 26
 80 -75 26
 80 -70 26
 80 -65 26
 80 -60 26
 80 -55 26
 80 -50 26
 80 -45 26
 80 -40 26
 80 -35 26
 80 -30 26
 80 -25 26
 80 -20 26
 80 -15 26
 80 -10 26
 80  -5 26
 80   0 26
 80   5 26
 80  10 26
 80  15 26
 80  20 26
 80  25 26
 80  30 26
 80  35 26
 80  40 26
 80  45 26
 80  50 26
 80  55 26
 80  60 26
 80  65 26
 80  70 26
 80  75 26
 80  80 26
 80  85 33
 80  90 40
 80  95 46
 80 100 53
 85 -100 28
 85 -95 28
 85 -90 28
 85 -85 28
 85 -80 28
 85 -75 28
 85 -70 28
 85 -65 28
 85 -60 28
 85 -55 28
 85 -50 28
 85 -45 28
 85 -40 28
 85 -35 28
 85 -30 28
 85 -25 28
 85 -20 28
 85 -15 28
 85 -10 28
 85  -5 28
 85   0 28
 85   5 28
 85  10 28
 85  15 28
 85  20 28
 85  25 28
 85  30 28
 85  35 28
 85  40 28
 85  45 28
 85  50 28
 85  55 28
 85  60 28
 85  65 28
 85  70 28
 85  75 28
 85  80 28
 85  85 28
 85  90 35
 85  95 41
 85 100 48
 90 -100 30
 90 -95 30
 90 -90 30
 90 -85 30
 90 -80 30
 90 -75 30
 90 -70 30
 90 -65 30
 90 -60 30
 90 -55 30
 90 -50 30
 90 -45 30
 90 -40 30
 90 -35 30
 90 -30 30
 90 -25 30
 90 -20 30
 90 -15 30
 90 -10 30
 90  -5 30
 90   0 30
 90   5 30
 90  10 30
 90  15 30
 90  20 30
 90  25 30
 90  30 30
 90  35 30
 90  40 30
 90  45 30
 90  50 30
 90  55 30
 90  60 30
 90  65 30
 90  70 30
 90  75 30
 90  80 30
 90  85 30
 90  90 30
 90  95 36
 90 100 43
 95 -100 31
 95 -95 31
 95 -90 31
 95 -85 31
 95 -80 31
 95 -75 31
 95 -70 31
 95 -65 31
 95 -60 31
 95 -55 31
 95 -50 31
 95 -45 31
 95 -40 31
 95 -35 31
 95 -30 31
 95 -25 31
 95 -20 31
 95 -15 31
 95 -10 31
 95  -5 31
 95   0 31
 95   5 31
 95  10 31
 95  15 31
 95  20 31
 95  25 31
 95  30 31
 95  35 31
 95  40 31
 95  45 31
 95  50 31
 95  55 31
 95  60 31
 95  65 31
 95  70 31
 95  75 31
 95  80 31
 95  85 31
 95  90 31
 95  95 31
 95 100 38
100 -100 33
100 -95 33
100 -90 33
100 -85 33
100 -80 33
100 -75 33
100 -70 33
100 -65 33
100 -60 33
100 -55 33
100 -50 33
100 -45 33
100 -40 33
100 -35 33
100 -30 33
100 -25 33
100 -20 33
100 -15 33
100 -10 33
100  -5 33
100   0 33
100   5 33
100  10 33
100  15 33
100  20 33
100  25 33
100  30 33
100  35 33
100  40 33
100  45 33
100  50 33
100  55 33
100  60 33
100  65 33
100  70 33
100  75 33
100  80 33
100  85 33
100  90 33
100  95 33
100 100 33
